Background,Genotype1,Genotype2,Sex,Replicate,Scale,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,"	X6",Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,CSize
sam,10514,sam,m,rep1,0.007,0.04401132,-0.11834607,0.21972032,-0.03367821,0.23626624,0.02556775,0.15745243,0.09291776,-0.11498241,0.06221685,-0.18842062,0.05052296,-0.01906354,-0.05691706,-0.00747749,-0.01973172,-0.08932955,0.00056982,-0.08683006,0.01726989,-0.14545591,0.02202421,-0.16821342,-0.00866448,-0.19211515,-0.01572422,-0.18040633,-0.06648054,-0.14670065,-0.10317116,-0.10034099,-0.12333663,-0.05081965,-0.12800423,-0.00240907,-0.12495561,0.09098994,-0.10923509,0.14075652,-0.09356341,0.18500017,-0.06863644,0.23416412,-0.00694844,0.22060917,0.05414372,0.18967314,0.07889347,0.1047344,0.10236037,0.05813319,0.1022959,0.00833413,0.09671232,-0.05267462,0.08560996,-0.14912033,0.03675744,-0.18982658,0.02531254,0.01599368,-0.08280822,-0.0645357,-0.03736701,-0.11536307,-0.02144375,0.14628822,-0.02570663,0.06975343,-0.01944819,-0.04696233,-0.01158865,-0.13714522,0.00352669,0.17503412,0.0313195,0.11768799,0.03281737,0.05207413,0.03175553,-0.01817962,0.02771357,-0.1131425,0.01918838,0.10363076,0.07993108,0.04995843,0.06949465,-0.01022165,0.05762576,-0.06969327,0.04392669,-0.14905214,0.06415348,-0.01178395,-0.03887189,618.0005626
sam,10514,sam,m,rep2,0.007,0.04555924,-0.11740589,0.21655059,-0.03934345,0.2368723,0.02328274,0.1547803,0.09524805,-0.11670539,0.06266594,-0.18904388,0.04862954,-0.01766921,-0.05679158,-0.0083634,-0.01948058,-0.08765222,-0.00053091,-0.08434732,0.01724495,-0.1458505,0.02155571,-0.16448798,-0.00850273,-0.19246721,-0.0173632,-0.18040459,-0.06596471,-0.1478598,-0.10363033,-0.10119318,-0.12433771,-0.0513594,-0.12783427,-0.00290706,-0.12424339,0.09077887,-0.10905044,0.14079171,-0.09368165,0.18543943,-0.06896479,0.23507407,-0.00681771,0.22034975,0.05450708,0.18984195,0.07993877,0.10448127,0.10395464,0.05763758,0.10381548,0.00764522,0.09813634,-0.0535663,0.08685678,-0.14918338,0.03543642,-0.19014086,0.02748261,0.01742425,-0.08265349,-0.06186479,-0.03770446,-0.11176921,-0.02172032,0.14422124,-0.02855085,0.0682918,-0.02046337,-0.04729641,-0.01144433,-0.13726752,0.00275288,0.17601187,0.02945763,0.1187969,0.03192344,0.05329402,0.03203069,-0.01686612,0.02811245,-0.11201525,0.01895681,0.10165736,0.08135827,0.04811717,0.0715323,-0.01188495,0.06008533,-0.07095746,0.04577046,-0.15100771,0.06477645,-0.00948581,-0.0390316,634.6928969
sam,10514,sam,m,rep1,0.007,0.04556792,-0.11947701,0.21959138,-0.03491252,0.23661439,0.02199724,0.15049952,0.09496612,-0.11362118,0.06558484,-0.18775858,0.05230215,-0.01771901,-0.05794287,-0.00787657,-0.01948203,-0.08717825,-0.00104115,-0.08562948,0.01767928,-0.14422081,0.0207291,-0.16546621,-0.00985692,-0.19343828,-0.01820151,-0.18032703,-0.06610833,-0.14698948,-0.10273209,-0.10111273,-0.12403136,-0.05132847,-0.12924795,-0.00263708,-0.12632187,0.0912346,-0.11059547,0.14128698,-0.09458245,0.18569929,-0.06918452,0.2345427,-0.00673168,0.21992847,0.05374969,0.18927428,0.07849381,0.10460536,0.10312412,0.05778526,0.10375318,0.00764621,0.09882498,-0.05382635,0.08811546,-0.15010617,0.0369245,-0.18968506,0.02838827,0.01777923,-0.08395985,-0.06226791,-0.03882641,-0.11255097,-0.02276833,0.14633341,-0.02628946,0.06983459,-0.01956709,-0.04650803,-0.01152977,-0.13703716,0.00228632,0.17555291,0.02930672,0.11834282,0.03208944,0.05281592,0.03236707,-0.01746776,0.02951918,-0.11198131,0.01873427,0.0985804,0.08021811,0.04583921,0.07133127,-0.01319037,0.06050121,-0.07112567,0.04597057,-0.1478731,0.06586675,-0.01043186,-0.03943302,610.6129747
sam,10514,sam,m,rep2,0.007,0.04336654,-0.11870258,0.21841278,-0.03390157,0.23652446,0.02343194,0.15467228,0.09432983,-0.11276503,0.06420876,-0.18794157,0.05237746,-0.01568146,-0.05998421,-0.0051646,-0.02034135,-0.08913624,-0.00147374,-0.08669155,0.01702121,-0.14327403,0.02119831,-0.16564428,-0.0085987,-0.19494672,-0.01816413,-0.18106396,-0.06596107,-0.14761785,-0.10257888,-0.10181476,-0.12451687,-0.05180218,-0.12949324,-0.0031309,-0.12591106,0.09042101,-0.10894694,0.14006716,-0.0925791,0.18418372,-0.0674733,0.23395696,-0.00623749,0.21993236,0.05469491,0.18898672,0.07940384,0.10401859,0.10353152,0.05721678,0.10370848,0.00718874,0.09825176,-0.05405026,0.08695874,-0.15044177,0.03685757,-0.19025642,0.02906706,0.01671605,-0.08377886,-0.06224848,-0.03962479,-0.11199023,-0.0232627,0.14591054,-0.02731104,0.06942605,-0.02087639,-0.04723567,-0.01218433,-0.13760101,0.00317241,0.17523864,0.03023591,0.11793024,0.03218617,0.0523552,0.03128249,-0.01789127,0.02767368,-0.11254853,0.01861648,0.10176183,0.08091923,0.04870307,0.07113509,-0.01075141,0.05977471,-0.06942568,0.04610339,-0.1477374,0.06665091,-0.00813648,-0.04088954,636.2023217
sam,10514,sam,m,rep1,0.007,0.04336115,-0.11803233,0.21978824,-0.03663327,0.23784579,0.02480192,0.15320618,0.09438633,-0.11408751,0.06276221,-0.18843201,0.05001422,-0.02049492,-0.05627176,-0.00860001,-0.01902789,-0.08912418,-0.000546,-0.08649038,0.01683275,-0.14370547,0.02052285,-0.16596471,-0.00847123,-0.19387442,-0.01800405,-0.17969061,-0.0656563,-0.14632599,-0.10198433,-0.10069341,-0.12311963,-0.05112783,-0.1277604,-0.00268029,-0.12453057,0.09088213,-0.10903662,0.14081261,-0.09361747,0.18553397,-0.06915768,0.2364434,-0.00748093,0.22052751,0.05423581,0.18945256,0.07872699,0.10471145,0.10311253,0.05797019,0.10319806,0.00807482,0.09737338,-0.05294868,0.08581065,-0.14957334,0.03700017,-0.19028052,0.02691193,0.01587875,-0.08237588,-0.06428127,-0.03854029,-0.11429957,-0.02316675,0.14636098,-0.02596635,0.06985243,-0.01878015,-0.0467337,-0.01198694,-0.13694078,0.00285242,0.17620989,0.03001919,0.11880268,0.03202567,0.05309107,0.03199097,-0.01732369,0.02825502,-0.11199377,0.01828017,0.10066999,0.08001806,0.0477068,0.07049585,-0.01162904,0.05938536,-0.06998965,0.04510456,-0.14883066,0.0648942,-0.01106617,-0.03886447,582.1327452
sam,10514,sam,m,rep2,0.007,0.04041891,-0.12005754,0.2169934,-0.03826898,0.23799328,0.02416861,0.1499596,0.09597903,-0.11578418,0.0622635,-0.18703002,0.05176352,-0.01580255,-0.05953926,-0.00589116,-0.02050928,-0.08470371,-0.00173631,-0.08239023,0.01758643,-0.14643843,0.0205534,-0.16462335,-0.01054215,-0.19354622,-0.01593446,-0.17923341,-0.06402172,-0.14742935,-0.10134081,-0.10205313,-0.12354183,-0.05219511,-0.12882504,-0.00348116,-0.12599847,0.09047771,-0.11067703,0.14057871,-0.09468348,0.18494799,-0.06922602,0.23531483,-0.00741959,0.22112953,0.05470035,0.18969516,0.07920848,0.10466052,0.10414707,0.05771415,0.10469889,0.00756652,0.09929994,-0.05370645,0.08779006,-0.14984152,0.03691997,-0.18937031,0.02744981,0.01499245,-0.08472599,-0.06182276,-0.03841736,-0.11134629,-0.02308098,0.14544124,-0.02707199,0.06944006,-0.02005176,-0.04618224,-0.01217718,-0.1362642,0.00156186,0.1772543,0.03103877,0.11989378,0.0333249,0.05426416,0.03258209,-0.01605748,0.02870447,-0.11161637,0.01860698,0.09767549,0.08281485,0.04479608,0.07275739,-0.01433836,0.060427,-0.07249261,0.0452769,-0.14890569,0.06491457,-0.00866161,-0.04069165,615.6230499
sam,10514,sam,m,rep1,0.007,0.03756891,-0.11945806,0.21824591,-0.03877981,0.2416441,0.02200775,0.14801618,0.09756738,-0.11706781,0.06021931,-0.18658962,0.04867789,-0.02172514,-0.05566693,-0.00616302,-0.01940167,-0.08841303,-0.00089964,-0.08575249,0.016559,-0.14415428,0.01986048,-0.16603438,-0.01011286,-0.19339633,-0.01780908,-0.17828005,-0.06372774,-0.14573869,-0.10018204,-0.10026882,-0.12034965,-0.05116438,-0.12613486,-0.00271885,-0.12428507,0.09106247,-0.10985511,0.14094913,-0.09385107,0.18533529,-0.06881436,0.23796132,-0.00819025,0.22328757,0.05623718,0.19130125,0.08102471,0.10531819,0.10356565,0.05864065,0.10291002,0.00888352,0.09679848,-0.05198868,0.0852479,-0.14873681,0.03756257,-0.1887051,0.02801418,0.01385615,-0.08152983,-0.0653976,-0.0365255,-0.11537722,-0.02154578,0.14605038,-0.02726781,0.06979644,-0.01945494,-0.04645569,-0.01181837,-0.13677479,0.00207839,0.17944201,0.03059098,0.12128466,0.03348717,0.05476552,0.03235287,-0.01643449,0.0277769,-0.11242595,0.01777036,0.09675296,0.08160241,0.04476723,0.07048339,-0.01348892,0.05790785,-0.07098302,0.04326379,-0.14906667,0.06070576,-0.01162801,-0.03861193,519.9687108
sam,10514,sam,m,rep2,0.007,0.04523965,-0.12000298,0.21751188,-0.03855365,0.23832092,0.02291234,0.14811313,0.09699779,-0.11448575,0.06316625,-0.18796574,0.05102953,-0.01872696,-0.05657601,-0.0079036,-0.01958727,-0.08463728,-0.0006576,-0.08287551,0.01705234,-0.14537411,0.02164432,-0.16548482,-0.00820598,-0.19412162,-0.01555347,-0.17955076,-0.06525508,-0.14702013,-0.10223143,-0.10118945,-0.12310272,-0.05161356,-0.12914171,-0.00282679,-0.12686435,0.09103839,-0.11057418,0.14090763,-0.09418024,0.18532502,-0.06901178,0.23596343,-0.00738271,0.22117645,0.05465409,0.19014292,0.07973547,0.10469409,0.10382353,0.05781317,0.10346368,0.007867,0.09726632,-0.05320987,0.08554727,-0.15038567,0.03750453,-0.19024061,0.02642421,0.0175374,-0.08380455,-0.06274218,-0.03773624,-0.11330456,-0.0219336,0.14520203,-0.02741013,0.06903877,-0.01974273,-0.04684643,-0.01115848,-0.13698205,0.00339535,0.17755167,0.03096042,0.12014017,0.03346624,0.05447494,0.0324046,-0.01584513,0.02822737,-0.11136676,0.01866459,0.09686523,0.08141091,0.04463009,0.07082361,-0.0138366,0.05853827,-0.07152179,0.04409568,-0.14854453,0.064343,-0.01095169,-0.03888483,611.7089687
sam,10514,sam,m,rep1,0.007,0.04087023,-0.11989906,0.21813799,-0.03810596,0.23897399,0.02557175,0.1490318,0.0970024,-0.11916526,0.06070378,-0.18562509,0.05175568,-0.02053707,-0.05748358,-0.01013524,-0.01980127,-0.0880002,-0.00118846,-0.0860588,0.01804103,-0.14377234,0.02197389,-0.16433235,-0.00864725,-0.193447,-0.01834613,-0.17733287,-0.06434322,-0.14539982,-0.10138138,-0.09990962,-0.12228821,-0.05047907,-0.12730829,-0.00194874,-0.12501135,0.09208622,-0.11120118,0.14241538,-0.09555196,0.18676801,-0.06971025,0.2358234,-0.00702892,0.2234948,0.05585518,0.19180942,0.08105455,0.10566448,0.10283635,0.0589967,0.10233663,0.00912328,0.09680617,-0.05207191,0.08614452,-0.14881346,0.03732517,-0.188231,0.02840094,0.01521544,-0.08320956,-0.06396287,-0.03832443,-0.11328107,-0.02164446,0.14484532,-0.02709481,0.06865998,-0.01991985,-0.04735115,-0.0124009,-0.13704918,0.00236602,0.17701136,0.03051694,0.1194594,0.03235532,0.0535999,0.03210455,-0.01696518,0.02860254,-0.11184781,0.01975174,0.09656262,0.08122662,0.04477459,0.06957293,-0.01357199,0.05780095,-0.07132372,0.04454053,-0.1501711,0.06476838,-0.0125404,-0.03952408,562.3282557
sam,10514,sam,m,rep2,0.007,0.04385998,-0.1181839,0.21803472,-0.03581679,0.23628012,0.02368492,0.15883732,0.09277719,-0.11963552,0.05838148,-0.18636525,0.05210155,-0.01456855,-0.0588663,-0.00539285,-0.0196089,-0.09055958,-0.00048457,-0.08818102,0.01718172,-0.14529687,0.0212416,-0.1640887,-0.00890526,-0.19351135,-0.01629483,-0.18056471,-0.06532847,-0.14782229,-0.10255505,-0.10180048,-0.12438212,-0.05182336,-0.12879525,-0.0032872,-0.12520447,0.09022362,-0.10903752,0.13998983,-0.0931631,0.18432374,-0.06833506,0.23436123,-0.00698253,0.2196398,0.05391308,0.18899373,0.07877572,0.10431769,0.10372082,0.05749467,0.10400764,0.00749648,0.09844994,-0.05364021,0.08702099,-0.14982984,0.03692255,-0.18884493,0.02836815,0.01760444,-0.0830233,-0.06104117,-0.03864425,-0.11088159,-0.02284654,0.14578887,-0.02619592,0.06954524,-0.01958649,-0.04682425,-0.01187324,-0.13696918,0.0027996,0.17435792,0.02999689,0.11678561,0.03215906,0.05092003,0.03190717,-0.01967482,0.02856091,-0.11444963,0.01906999,0.104057,0.08196869,0.05001452,0.07213819,-0.01043836,0.0600128,-0.06996669,0.04528086,-0.15037062,0.06367758,-0.00709756,-0.04000522,621.8099393
sam,10514,sam,m,rep1,0.007,0.04117455,-0.11976886,0.22117161,-0.03577041,0.2398116,0.02685068,0.14326983,0.09837868,-0.11499952,0.06214979,-0.18759354,0.05128042,-0.02043012,-0.05724139,-0.00865684,-0.02008583,-0.08603029,-0.00167224,-0.08386432,0.01646599,-0.1413306,0.02178835,-0.16519537,-0.00772521,-0.19353855,-0.01484471,-0.18104225,-0.06535704,-0.14670356,-0.10083412,-0.10119649,-0.12151991,-0.05187872,-0.12777603,-0.00320253,-0.12560324,0.09078382,-0.11044153,0.14097808,-0.09474484,0.18577278,-0.06978548,0.23750208,-0.00797435,0.22269941,0.05603534,0.19073764,0.0807479,0.10473719,0.10339598,0.05799599,0.102485,0.00824772,0.09581022,-0.0526598,0.08385926,-0.15048564,0.03830126,-0.18963953,0.02852328,0.01398113,-0.08435208,-0.06430686,-0.03821023,-0.11404161,-0.02235098,0.14739423,-0.02604995,0.07051313,-0.01967044,-0.04657242,-0.01218826,-0.1369962,0.00324094,0.17814394,0.03089546,0.12082214,0.03173378,0.05528227,0.0301828,-0.01498696,0.0265504,-0.10967951,0.01832269,0.09429741,0.08009371,0.04351095,0.06931467,-0.01342602,0.05769896,-0.06973076,0.04434584,-0.14880408,0.06513597,-0.01183543,-0.03962027,543.1682667
sam,10514,sam,m,rep2,0.007,0.04269861,-0.11807311,0.21804972,-0.03615591,0.2382307,0.02531601,0.15405186,0.09417218,-0.11599951,0.06136584,-0.18987166,0.05169569,-0.01811578,-0.0571022,-0.00959195,-0.01978441,-0.08690395,-0.00114616,-0.0843907,0.01654041,-0.14122427,0.02075151,-0.16697168,-0.00944111,-0.1945396,-0.01679291,-0.17996568,-0.06532088,-0.14715626,-0.10214996,-0.10144042,-0.1236071,-0.05171621,-0.12800195,-0.00323301,-0.12461821,0.09036342,-0.10900503,0.14018146,-0.0932702,0.18449698,-0.0683759,0.23527002,-0.00722439,0.22136207,0.05531453,0.18954621,0.07952321,0.10426581,0.10257497,0.05760653,0.10232928,0.00778515,0.09637621,-0.05317382,0.08484313,-0.1503466,0.03757213,-0.1915525,0.02703412,0.01581859,-0.08240839,-0.06368469,-0.03721271,-0.11396668,-0.02151638,0.14485729,-0.02654416,0.0683853,-0.01953759,-0.04795328,-0.01181621,-0.13836455,0.00225968,0.17705922,0.03120216,0.11983818,0.03282153,0.05439106,0.03164678,-0.01573695,0.02767226,-0.11037108,0.01771752,0.10168245,0.08159501,0.04921467,0.07119172,-0.00954702,0.05891918,-0.06743826,0.04424844,-0.14990058,0.06341647,-0.01199861,-0.03899511,608.6156321
sam,10514,sam,m,rep1,0.007,0.04261771,-0.11932724,0.21868447,-0.03657311,0.23683961,0.02624843,0.1550216,0.09513589,-0.11556706,0.06188343,-0.18754607,0.05115763,-0.02092809,-0.0560797,-0.00926419,-0.01985298,-0.08543714,-0.00193281,-0.08375327,0.01640622,-0.14483329,0.02093713,-0.16540985,-0.00914724,-0.19512509,-0.01757874,-0.17912115,-0.06471702,-0.14624728,-0.10121926,-0.100552,-0.12137605,-0.05130658,-0.12697044,-0.00278523,-0.12492813,0.09116221,-0.11064285,0.14131526,-0.09493665,0.18578972,-0.06957887,0.23480871,-0.00712352,0.22172807,0.05470638,0.19085096,0.0802068,0.10511066,0.10313696,0.05837668,0.10282449,0.00843845,0.09733938,-0.05272865,0.0863297,-0.14891484,0.03636907,-0.19024103,0.02671618,0.01510117,-0.08360308,-0.0639655,-0.03778082,-0.11389653,-0.02243257,0.14558642,-0.02629387,0.06908186,-0.01935462,-0.04730806,-0.01200048,-0.13768011,0.00221581,0.17603765,0.03134708,0.11890228,0.03273138,0.05353488,0.03170078,-0.0164954,0.02773225,-0.1113856,0.01783615,0.10017621,0.08138608,0.04709029,0.07024758,-0.01262846,0.05862314,-0.07145823,0.04429093,-0.1491175,0.06483206,-0.01255868,-0.03889088,553.2439853
sam,10514,sam,m,rep1,0.007,0.04300575,-0.1217735,0.2185299,-0.03707493,0.23572097,0.02644574,0.14684087,0.09784431,-0.11620345,0.06447678,-0.18776705,0.05178891,-0.01863016,-0.06039761,-0.00881184,-0.02080349,-0.08699904,-0.00069178,-0.08394708,0.01739434,-0.1435466,0.02306962,-0.16204766,-0.0081417,-0.19072626,-0.01610079,-0.17797139,-0.06414272,-0.14700203,-0.10197101,-0.10167598,-0.12498167,-0.05146546,-0.13093662,-0.00243434,-0.12819775,0.09180404,-0.11215266,0.14212752,-0.095739,0.186537,-0.06966467,0.23482029,-0.00654213,0.22037516,0.05386855,0.19004634,0.07912854,0.10523808,0.10527878,0.05808318,0.10586436,0.00778207,0.10031735,-0.05368413,0.08885315,-0.15079455,0.03881273,-0.18874958,0.0292478,0.01699986,-0.0856202,-0.06181575,-0.04087618,-0.11052199,-0.02293146,0.14527027,-0.0285956,0.06917126,-0.02167201,-0.04658875,-0.01221716,-0.13612831,0.00369639,0.17493088,0.03064639,0.11811099,0.03213408,0.05309679,0.0317593,-0.01659188,0.02846151,-0.11075702,0.01960958,0.0962133,0.08181462,0.04445274,0.07162825,-0.01348491,0.05988238,-0.07048536,0.04532831,-0.14946173,0.06528822,-0.01086496,-0.04141532,562.4881145
sam,10514,sam,m,rep2,0.007,0.04286386,-0.11956146,0.2178468,-0.03628347,0.2379159,0.02772095,0.15214012,0.09459006,-0.11733848,0.06259832,-0.18784679,0.05167312,-0.01582408,-0.06019228,-0.00446438,-0.02058154,-0.08897994,0.00022444,-0.086069,0.01804413,-0.14426789,0.02058489,-0.16538296,-0.00713197,-0.19288342,-0.014867,-0.18001109,-0.06502539,-0.14727041,-0.10194086,-0.10150399,-0.12326888,-0.05183111,-0.12900122,-0.00314148,-0.12628095,0.09046019,-0.1097929,0.14014589,-0.09341461,0.1843043,-0.06827403,0.23539519,-0.00738488,0.22150409,0.05533314,0.18960537,0.0794595,0.1043684,0.10251333,0.05771967,0.10253333,0.00784442,0.09698015,-0.05326854,0.08597457,-0.15055629,0.0383861,-0.18969465,0.02726065,0.01573323,-0.08489165,-0.06225167,-0.03854108,-0.11210417,-0.02148219,0.14591388,-0.02671545,0.06967978,-0.02013449,-0.04670262,-0.01169767,-0.13677168,0.00369126,0.1762587,0.03112696,0.11881862,0.03221579,0.05309048,0.03172415,-0.01733812,0.02807222,-0.11215224,0.01900593,0.09958471,0.08054088,0.04682884,0.0704089,-0.01229853,0.05879762,-0.07063713,0.04488254,-0.14977453,0.06332239,-0.00765724,-0.04120134,611.2828991
sam,10514,sam,m,rep2,0.007,0.04475698,-0.11880617,0.21982528,-0.03537136,0.23799685,0.02518847,0.14859691,0.09528269,-0.11519898,0.06394516,-0.18963615,0.04931936,-0.01594554,-0.05975411,-0.00313486,-0.02022456,-0.0876125,-0.00063232,-0.08541097,0.01753417,-0.14319963,0.02084002,-0.16653258,-0.00929052,-0.19533475,-0.01224156,-0.18088619,-0.06462263,-0.14694792,-0.10027984,-0.10137577,-0.12038554,-0.05230333,-0.12704988,-0.0037178,-0.12529078,0.09005444,-0.1099818,0.14008197,-0.09429969,0.18476116,-0.06950853,0.23554981,-0.0077469,0.22112171,0.05492423,0.18947875,0.07928829,0.10429812,0.1021511,0.05771507,0.10221023,0.00785021,0.09692017,-0.05328144,0.08618674,-0.14968523,0.03722513,-0.191784,0.02611655,0.01691714,-0.08423852,-0.06236765,-0.03887418,-0.11264245,-0.02258279,0.14772501,-0.02656682,0.0708489,-0.01997177,-0.04631148,-0.01138867,-0.13762187,0.0025069,0.1766749,0.03095978,0.11927981,0.0325384,0.05361767,0.03150016,-0.01678037,0.02821184,-0.11176247,0.01849843,0.09743229,0.07979722,0.0452871,0.07031406,-0.01310351,0.05932173,-0.07053486,0.0451832,-0.14981589,0.06408005,-0.00694188,-0.04093514,622.7954655
sam,10514,sam,m,rep1,0.007,0.03995005,-0.11746667,0.22062883,-0.03479068,0.23914403,0.02496048,0.15543506,0.09337092,-0.11797845,0.05955622,-0.18716177,0.04946275,-0.01778356,-0.05753263,-0.00711727,-0.01816357,-0.08912003,-0.00072965,-0.08627631,0.01622827,-0.14482688,0.01951536,-0.16570346,-0.00955513,-0.19610168,-0.01681937,-0.18025992,-0.06447942,-0.14631998,-0.10001022,-0.10119113,-0.12106884,-0.05196392,-0.12618571,-0.00362206,-0.12327304,0.08988747,-0.10847025,0.13990519,-0.09366063,0.18473726,-0.06947834,0.23602717,-0.00809204,0.22197849,0.05538897,0.18987577,0.07947203,0.10455247,0.10179418,0.05804223,0.10169355,0.00826629,0.09628623,-0.05270651,0.08539255,-0.14916689,0.03714749,-0.19005342,0.02802354,0.01511575,-0.08131285,-0.06368106,-0.03768411,-0.11311761,-0.02178951,0.14708207,-0.02553328,0.07017219,-0.01826468,-0.04705106,-0.01136488,-0.1380813,0.00219167,0.1773261,0.03094037,0.11951536,0.03263465,0.0533514,0.03179279,-0.01755759,0.02828409,-0.11296921,0.01733557,0.10193497,0.08025477,0.04851223,0.07011542,-0.01134381,0.05832178,-0.07045065,0.04443934,-0.14954308,0.05969384,-0.01029177,-0.03857137,572.3668939
sam,10514,sam,m,rep1,0.007,0.03841096,-0.11816075,0.22083422,-0.03820382,0.24023892,0.0248312,0.14774964,0.09533876,-0.11707267,0.06139624,-0.18652352,0.0495601,-0.01939349,-0.05703042,-0.00508059,-0.01915256,-0.08925376,-0.00042318,-0.0874488,0.01763269,-0.14318762,0.02029759,-0.16631616,-0.0105364,-0.19237334,-0.01905537,-0.17927604,-0.06485654,-0.14595421,-0.10092908,-0.10036143,-0.12094169,-0.05124906,-0.1255633,-0.00296481,-0.12305034,0.09072801,-0.10964432,0.14112604,-0.09532312,0.1864076,-0.07103492,0.23810332,-0.0085967,0.22181905,0.05503995,0.18967914,0.07859371,0.10492781,0.10272092,0.05825263,0.1033117,0.00833638,0.09791164,-0.05268487,0.08655935,-0.1489024,0.03700611,-0.18845785,0.02687143,0.01351871,-0.0819936,-0.06482889,-0.0376356,-0.11441711,-0.02253516,0.14799606,-0.0273078,0.07139853,-0.01953005,-0.04530037,-0.01153794,-0.13609726,0.00217044,0.17781758,0.03011881,0.11984378,0.03228181,0.05347603,0.03249852,-0.01768809,0.02927841,-0.11302717,0.01861008,0.09630143,0.08140051,0.04440561,0.07138473,-0.01369814,0.05955816,-0.07096416,0.04528852,-0.14933428,0.06261486,-0.00951533,-0.03923357,567.3503671
sam,10514,sam,m,rep2,0.007,0.04191058,-0.12026121,0.21855591,-0.03784352,0.23771664,0.02438711,0.14627517,0.09752974,-0.11430584,0.06460746,-0.18734277,0.05229331,-0.01728589,-0.05755312,-0.00557423,-0.01975187,-0.08452979,-0.00118122,-0.08291458,0.01753158,-0.14545147,0.02119605,-0.16478493,-0.00891717,-0.19274843,-0.01690863,-0.180769,-0.06585916,-0.14785562,-0.10288819,-0.10174324,-0.12381613,-0.05196614,-0.12888561,-0.00322759,-0.12623162,0.09091775,-0.11121541,0.14124662,-0.09540778,0.18590849,-0.06991487,0.23583012,-0.00722877,0.22089391,0.05476898,0.18978755,0.07974696,0.10437929,0.1042866,0.05737315,0.10436112,0.00723428,0.09856739,-0.05408374,0.08701501,-0.15044658,0.03639996,-0.1892672,0.0276573,0.01599046,-0.08406412,-0.06234675,-0.03760895,-0.11234878,-0.02206726,0.14646161,-0.0279304,0.07030733,-0.02048633,-0.04547102,-0.01099277,-0.13582861,0.00299156,0.17682171,0.03003009,0.11965991,0.03228109,0.05423862,0.03222771,-0.01585655,0.02840977,-0.11085987,0.01902119,0.09548515,0.08077296,0.0433574,0.07071097,-0.0149674,0.05907119,-0.07240612,0.04471451,-0.14828782,0.0663564,-0.00768165,-0.03992194,616.5253795
sam,10514,sam,m,rep1,0.007,0.04223353,-0.11843313,0.22108452,-0.03647074,0.23971564,0.02239672,0.14842323,0.09610289,-0.11826082,0.05965064,-0.18681074,0.04960847,-0.01932405,-0.05582187,-0.00795109,-0.01909621,-0.08755751,0.00022442,-0.0852244,0.01682414,-0.1440335,0.0204414,-0.16538756,-0.00921591,-0.19522732,-0.01581174,-0.17951058,-0.06448242,-0.14596964,-0.10025892,-0.10067176,-0.12085769,-0.05148373,-0.12655007,-0.00300104,-0.12424963,0.09079468,-0.10961914,0.14095182,-0.09431938,0.18591462,-0.06979794,0.23756811,-0.00786508,0.22119838,0.05479921,0.18976959,0.07913762,0.10488421,0.10344607,0.0581251,0.10369783,0.00817045,0.09809827,-0.0528987,0.08663865,-0.14881413,0.03639941,-0.18978423,0.02649618,0.01552185,-0.08246042,-0.06367318,-0.03715677,-0.11376278,-0.02208867,0.14736661,-0.02690326,0.07046249,-0.01971848,-0.04651575,-0.01110261,-0.13747199,0.00291947,0.17784848,0.02973042,0.12015728,0.03223048,0.05414244,0.03156529,-0.01659265,0.02792984,-0.11172856,0.01815911,0.09721416,0.08021563,0.04510042,0.06977287,-0.01328445,0.05794384,-0.07092802,0.04400711,-0.1500789,0.06232114,-0.01070053,-0.03847704,577.2992905
