genotype	sex	side	microscope	magnification	ID	dimensions	Scale	X1	Y1	X2	Y2	X3	Y3	X4	Y4	X5	Y5	X6	Y6	X7	Y7	X8	Y8	X9	Y9	X10	Y10	X11	Y11	X12	Y12	X13	Y13	X14	Y14	X15	Y15	X16	Y16	X17	Y17	X18	Y18	X19	Y19	X20	Y20	X21	Y21	X22	Y22	X23	Y23	X24	Y24	X25	Y25	X26	Y26	X27	Y27	X28	Y28	X29	Y29	X30	Y30	X31	Y31	X32	Y32	X33	Y33	X34	Y34	X35	Y35	X36	Y36	X37	Y37	X38	Y38	X39	Y39	X40	Y40	X41	Y41	X42	Y42	X43	Y43	X44	Y44	X45	Y45	X46	Y46	X47	Y47	X48	Y48	CentroidSize
samw	F	R	lei	4X	110	960x718	0.007858	-0.04407147	-0.11489915	-0.22106421	-0.03169311	-0.23753114	0.01865917	-0.1643407	0.08701893	0.11602585	0.06115133	0.18923057	0.05120393	0.01818995	-0.05603497	0.00552491	-0.01657982	0.0889229	0.00097188	0.0869018	0.01685419	0.15792256	0.02081843	0.16664283	-0.00678292	0.19482276	-0.02112371	0.17901854	-0.06627933	0.1442957	-0.10140688	0.09847387	-0.12108906	0.04956513	-0.12522511	0.0018589	-0.12175051	-0.09094191	-0.10550748	-0.14023552	-0.08982427	-0.18484251	-0.06576008	-0.23465579	-0.00793538	-0.22029926	0.05142423	-0.19071544	0.07492214	-0.10729828	0.0986557	-0.06059646	0.09952132	-0.01075946	0.09525615	0.05088994	0.08554848	0.14725674	0.03850608	0.19093178	0.02920111	-0.01588161	-0.08016678	0.0639974	-0.03701624	0.11347097	-0.02146112	-0.14802348	-0.02305783	-0.07112029	-0.01649828	0.04652302	-0.00930857	0.13825713	0.00451659	-0.1758935	0.02686983	-0.11774221	0.03006084	-0.05185817	0.03068347	0.0189587	0.02761985	0.11796429	0.01889259	-0.10555158	0.07604573	-0.04756807	0.06807693	0.01632911	0.05734963	0.07935355	0.04228093	0.15013713	0.06439017	0.00952505	-0.03709902	5.085375289
samw	F	R	lei	4X	12	960x718	0.007858	-0.04638329	-0.11662341	-0.22082456	-0.02945137	-0.23421792	0.020461	-0.16391733	0.08549473	0.11941381	0.0627283	0.19081983	0.0518126	0.01726043	-0.05656994	0.00075701	-0.01679155	0.0864227	0.00151633	0.08435805	0.01856049	0.15312698	0.02177306	0.16636772	-0.00714446	0.19467721	-0.02074974	0.18014307	-0.06719652	0.14664536	-0.10398977	0.10003054	-0.12361405	0.05070423	-0.12775096	0.0027441	-0.12432212	-0.09026598	-0.10729746	-0.13963687	-0.09111172	-0.18403952	-0.06633392	-0.2321807	-0.00768268	-0.21809752	0.05006837	-0.18894322	0.07348304	-0.10600538	0.09835155	-0.059173	0.09968335	-0.00916482	0.09559633	0.05276924	0.08607874	0.15014877	0.0396032	0.19201814	0.02927088	-0.01689826	-0.08218613	0.06304011	-0.03676177	0.11324537	-0.02101753	-0.14929042	-0.02185292	-0.07236188	-0.01665166	0.04523344	-0.00822124	0.13743998	0.00508791	-0.17389945	0.02710846	-0.11679535	0.03002182	-0.052064	0.03094683	0.01756268	0.02878064	0.11521747	0.01989146	-0.10612	0.07650357	-0.0490396	0.06923338	0.01395278	0.05926301	0.07601846	0.04463733	0.15276454	0.06514046	0.00643707	-0.03777591	5.2175962046
samw	F	R	lei	4X	13	960x718	0.007858	-0.04673405	-0.11817956	-0.22197502	-0.02924957	-0.23594248	0.02162149	-0.15405255	0.0893967	0.11765232	0.06258661	0.1906981	0.05370517	0.01259086	-0.05886784	0.00430002	-0.01757774	0.08627058	0.00213901	0.08373091	0.01888447	0.1543966	0.02309559	0.164755	-0.00446108	0.19325706	-0.01864357	0.18126969	-0.06760402	0.14611268	-0.10291121	0.1000999	-0.12354413	0.0506516	-0.12906316	0.0023886	-0.12597284	-0.09093477	-0.10852277	-0.14049198	-0.09205699	-0.18496061	-0.06688709	-0.23329655	-0.00789426	-0.22000524	0.05097721	-0.19018367	0.07422532	-0.1066594	0.09809317	-0.05980066	0.09920415	-0.00974588	0.0950935	0.05224833	0.0856569	0.14984643	0.03970499	0.19142673	0.03310477	-0.01945651	-0.08256231	0.06051881	-0.03762835	0.11049915	-0.02065313	-0.1489509	-0.02239504	-0.07188649	-0.0172848	0.04602344	-0.00892528	0.13759331	0.00669122	-0.17539715	0.02749489	-0.11801028	0.02956342	-0.05300063	0.02957291	0.0168785	0.02742454	0.11520824	0.02105046	-0.09872494	0.07506461	-0.04312181	0.0671191	0.01814368	0.05721997	0.07875033	0.04352874	0.15190876	0.06740755	0.00611193	-0.03874172	5.1386169924
samw	F	R	lei	4X	14	960x718	0.007858	-0.04670639	-0.11845116	-0.21992261	-0.0292326	-0.23391376	0.02082163	-0.16202605	0.08808335	0.11648012	0.06295148	0.18949854	0.05282168	0.01809544	-0.05738919	0.00612008	-0.01723765	0.08783006	0.00129466	0.08499584	0.01828942	0.15013145	0.02195729	0.16579645	-0.00631783	0.19443577	-0.02131498	0.18156661	-0.06836784	0.14602483	-0.10339771	0.09982231	-0.12347253	0.0504549	-0.12898417	0.00219559	-0.12602555	-0.09124609	-0.10885057	-0.14071429	-0.09198057	-0.18470568	-0.06615931	-0.23132878	-0.00692884	-0.21925084	0.05056321	-0.19033053	0.07472283	-0.10668281	0.09954839	-0.05962992	0.10041926	-0.00949815	0.09588497	0.05250223	0.08590128	0.15015218	0.03959007	0.19096905	0.03074073	-0.01711313	-0.08367636	0.06293778	-0.03782007	0.11291367	-0.02151995	-0.14701384	-0.02220323	-0.07032024	-0.01690077	0.04701993	-0.00944995	0.13813374	0.00591943	-0.17347256	0.0280296	-0.11653061	0.03057953	-0.05201891	0.03054061	0.01729695	0.02768829	0.11424887	0.01990828	-0.10520301	0.07746452	-0.04902449	0.06932704	0.01298954	0.05911194	0.07432324	0.04517632	0.15071017	0.06660305	0.00900734	-0.03825805	4.9735324607
samw	F	R	lei	4X	15	960x718	0.007858	-0.04557819	-0.11757793	-0.22195706	-0.02840777	-0.23393515	0.02042584	-0.15839086	0.08839631	0.11874026	0.06222719	0.19225395	0.05300347	0.01554701	-0.05764651	0.00401938	-0.01681799	0.08689947	0.0014672	0.08419513	0.01785806	0.14738809	0.02248126	0.16698626	-0.00623111	0.19384876	-0.01903663	0.18147813	-0.06777761	0.14705861	-0.10376806	0.10085192	-0.12442578	0.0512886	-0.12868998	0.0031672	-0.12507566	-0.09025861	-0.10847066	-0.14005655	-0.09257442	-0.18477369	-0.06749381	-0.23202328	-0.00762969	-0.21824347	0.05027476	-0.18918196	0.07410676	-0.10581769	0.09927322	-0.0587767	0.10043205	-0.00862282	0.09606091	0.05341514	0.08610385	0.15039512	0.03840483	0.19277799	0.02933205	-0.01755619	-0.08209858	0.06285557	-0.03712081	0.1131792	-0.02100295	-0.14903946	-0.02156289	-0.07183073	-0.01633255	0.04620399	-0.00860571	0.13830808	0.00555169	-0.17371736	0.02739106	-0.117037	0.0300037	-0.05280875	0.03028233	0.01624166	0.02782169	0.11266479	0.01964189	-0.10470773	0.07632639	-0.04941257	0.06899429	0.01153614	0.0592133	0.0717977	0.04551129	0.15293503	0.06562144	0.00769262	-0.03785972	5.0912929869
samw	F	R	lei	4X	16	960x718	0.007858	-0.04557092	-0.11614493	-0.22206314	-0.02955585	-0.2359615	0.01972611	-0.15802805	0.08820652	0.11876258	0.06128349	0.19232078	0.05340398	0.01521515	-0.05716415	0.00226335	-0.01724736	0.09047786	0.00072097	0.08819648	0.01728067	0.14554773	0.0220375	0.16768175	-0.00647857	0.1953663	-0.01946302	0.18113556	-0.0673698	0.14650421	-0.10312646	0.10013219	-0.12252503	0.05095242	-0.12708073	0.00300809	-0.12366577	-0.09007638	-0.10682954	-0.13953154	-0.09082673	-0.18430158	-0.06652924	-0.23351681	-0.00794179	-0.21922501	0.05125008	-0.18960723	0.07482095	-0.10590461	0.09758892	-0.05917865	0.0983692	-0.00921882	0.09440238	0.05268105	0.08525779	0.14996417	0.0392	0.1932797	0.03046103	-0.01749511	-0.08111594	0.06286502	-0.03678795	0.11320586	-0.02102683	-0.14944816	-0.02231735	-0.07198688	-0.01703135	0.04669298	-0.00933607	0.13927195	0.00479244	-0.1746221	0.02709666	-0.11730198	0.02972072	-0.0523655	0.03019299	0.01741564	0.02736696	0.11414969	0.01900209	-0.10378312	0.07716553	-0.04903696	0.0692523	0.01128332	0.05882628	0.07097395	0.0450286	0.1526002	0.06520619	0.00627605	-0.03809588	5.0850781473
samw	F	R	lei	4X	17	960x718	0.007858	-0.04436614	-0.11739906	-0.22202349	-0.02927776	-0.23670867	0.01681089	-0.15950785	0.08806153	0.11671333	0.06181348	0.19003198	0.0534251	0.01849694	-0.05587413	0.0058745	-0.01672339	0.08823229	0.00143581	0.08661161	0.01813752	0.15468255	0.02174998	0.16623852	-0.00654595	0.19192308	-0.0216384	0.17948691	-0.06768647	0.1443287	-0.10260807	0.09844893	-0.12263863	0.04933193	-0.12757039	0.00138664	-0.12434937	-0.09163558	-0.10758357	-0.14104522	-0.09138389	-0.18539003	-0.06639223	-0.23349838	-0.00757148	-0.22007831	0.05098239	-0.19048624	0.07430924	-0.1071825	0.09846116	-0.06039257	0.09960865	-0.01043943	0.09549452	0.05140673	0.08592113	0.14839449	0.03910892	0.19062029	0.03007332	-0.01674759	-0.0812837	0.06357426	-0.03655844	0.11329789	-0.02032661	-0.14859993	-0.02192557	-0.07167347	-0.01627415	0.04589563	-0.00888737	0.13751784	0.00486618	-0.17555672	0.02673189	-0.11760431	0.0303578	-0.05192956	0.03054067	0.01864107	0.0280237	0.11743327	0.01995099	-0.10261518	0.07618563	-0.04603297	0.06818104	0.01635193	0.05780376	0.07790733	0.043167	0.15089101	0.06639739	0.00979452	-0.03710104	4.928706339
samw	F	R	lei	4X	18	960x718	0.007858	-0.0501979	-0.11579309	-0.22094292	-0.03031788	-0.23449623	0.02031643	-0.16259739	0.08642099	0.11797616	0.06275003	0.19018756	0.05218583	0.01251576	-0.05743475	0.00122947	-0.0169915	0.08771905	0.00187995	0.08571647	0.01823537	0.16049161	0.02151364	0.16605708	-0.00562218	0.1931254	-0.01799641	0.18114215	-0.06723788	0.14555714	-0.102292	0.09913549	-0.12110443	0.05017215	-0.12597733	0.00227203	-0.12331124	-0.09092082	-0.10765746	-0.14048006	-0.09177426	-0.18494355	-0.06684698	-0.23254071	-0.00777089	-0.21883269	0.04979936	-0.18994392	0.07346263	-0.10711948	0.09839037	-0.06035861	0.09976586	-0.01040245	0.09585576	0.05149194	0.08660464	0.14879157	0.0404044	0.19112784	0.02972335	-0.02117228	-0.08112839	0.06037003	-0.03774488	0.11090661	-0.0215609	-0.14921472	-0.02284829	-0.07236282	-0.01738005	0.0452098	-0.00852077	0.13712427	0.0056161	-0.17370327	0.02652726	-0.11584875	0.02936201	-0.05028465	0.03025397	0.0202006	0.02781157	0.11973393	0.02040052	-0.10359847	0.07494992	-0.0454592	0.06729294	0.01865122	0.05717889	0.08194116	0.04266516	0.15174308	0.06576676	0.00483132	-0.03782215	5.0998585689
samw	F	R	lei	4X	19	960x718	0.007858	-0.05223207	-0.11554991	-0.22207652	-0.02958289	-0.23418117	0.02000907	-0.15783461	0.08672447	0.11648085	0.06473228	0.19140811	0.05483777	0.01062455	-0.05733275	0.00141086	-0.01778141	0.08923426	0.0023705	0.08620836	0.01896882	0.15373455	0.0236325	0.16657623	-0.0055792	0.19354112	-0.02126143	0.18179239	-0.06880891	0.14693757	-0.10487131	0.10023242	-0.1252074	0.05057713	-0.12879283	0.00255468	-0.12470293	-0.09053881	-0.10723372	-0.14013177	-0.09146587	-0.18492925	-0.06699726	-0.23295115	-0.00771175	-0.21752811	0.04942629	-0.18853019	0.07261006	-0.10596255	0.09773033	-0.05913399	0.09940564	-0.00901523	0.09575449	0.05313695	0.08668665	0.15096817	0.0402867	0.19205718	0.03168109	-0.02310898	-0.08022014	0.05985831	-0.0368853	0.11115476	-0.02039759	-0.14958971	-0.02254728	-0.07241963	-0.01709574	0.04583481	-0.00877384	0.13788245	0.00594375	-0.17324908	0.02558916	-0.11588288	0.02829351	-0.05091368	0.02959564	0.01897148	0.02803398	0.1168642	0.02161269	-0.10136732	0.07507745	-0.04532865	0.067414	0.01650051	0.05782625	0.07769628	0.04452096	0.15133589	0.06827515	0.0033313	-0.03823975	5.1912321212
samw	F	R	lei	4X	2	960x718	0.007858	-0.0538444	-0.1166778	-0.2195052	-0.02890624	-0.23233627	0.01865076	-0.16210057	0.08623835	0.11634655	0.06494886	0.19227246	0.05476152	0.01215001	-0.05802546	-0.00024997	-0.0178821	0.08805695	0.00200831	0.08522743	0.01894787	0.15469111	0.02373936	0.16682174	-0.00515796	0.19443494	-0.01987199	0.18094618	-0.06811096	0.14664283	-0.10431876	0.10032761	-0.12530841	0.05056633	-0.13037119	0.00226956	-0.1266939	-0.09070642	-0.10781441	-0.13982527	-0.09063249	-0.18382195	-0.06529309	-0.23060918	-0.00666014	-0.21664852	0.04925185	-0.18841223	0.07310888	-0.1059036	0.09906839	-0.05894506	0.1004865	-0.0088187	0.09630302	0.0532436	0.08664578	0.15118103	0.04061023	0.19296818	0.03075039	-0.02255287	-0.08271766	0.06006143	-0.03764429	0.11157886	-0.0211434	-0.14857469	-0.02200156	-0.07175422	-0.01759254	0.04606597	-0.00873364	0.13791757	0.00630363	-0.17223442	0.02581142	-0.1154069	0.02886951	-0.05098571	0.02983433	0.01829702	0.02797351	0.11538508	0.02083983	-0.10448666	0.07565314	-0.04753302	0.06830793	0.01532681	0.05866347	0.07726921	0.04427471	0.15161191	0.06821358	0.00359542	-0.03870716	5.2440351971
samw	F	R	lei	4X	20	960x718	0.007858	-0.04881707	-0.11681435	-0.22091201	-0.02954327	-0.23422041	0.02001576	-0.15898662	0.08846291	0.11817717	0.06178071	0.18885374	0.05489816	0.01387963	-0.05779612	0.00182039	-0.01768048	0.08834915	0.00169315	0.08522054	0.01869717	0.15264767	0.02270793	0.16627897	-0.0058279	0.1947056	-0.01825841	0.18252812	-0.06829114	0.14765022	-0.10466552	0.10069421	-0.12459439	0.05103423	-0.12887559	0.00286814	-0.12518658	-0.09042439	-0.10784892	-0.139977	-0.0916055	-0.18455659	-0.06676066	-0.23195361	-0.00757431	-0.21897041	0.05035594	-0.19002207	0.0745302	-0.10631934	0.0985548	-0.05937884	0.09946551	-0.00925859	0.09537838	0.05283141	0.0859918	0.14997752	0.03876809	0.19066719	0.03222739	-0.01973351	-0.08206677	0.06130399	-0.03760745	0.11180761	-0.02122869	-0.14891539	-0.02204037	-0.07203246	-0.01688193	0.04572564	-0.00905817	0.13746751	0.00558352	-0.1736792	0.02755079	-0.11640641	0.03018956	-0.05155415	0.03038787	0.0181485	0.02784057	0.1159497	0.02078347	-0.10271671	0.07650328	-0.04662168	0.06844074	0.01520756	0.05806055	0.07634039	0.04394959	0.15069259	0.06611361	0.00462907	-0.03872498	5.2576125469
samw	F	R	lei	4X	21	960x718	0.007858	-0.04425091	-0.11781039	-0.2213367	-0.02982347	-0.23585823	0.02111284	-0.15659341	0.08957119	0.11723898	0.06294148	0.19079424	0.05298085	0.016092	-0.05810228	0.00628473	-0.01691486	0.08887241	0.00119806	0.08631583	0.01710113	0.14559479	0.02286042	0.16702306	-0.00543106	0.19442516	-0.02022523	0.18107814	-0.06786127	0.14618356	-0.10335505	0.0999747	-0.12333951	0.05062004	-0.12807828	0.0024811	-0.12484961	-0.09097517	-0.10824099	-0.140751	-0.09222175	-0.18541078	-0.06704463	-0.23297966	-0.00726903	-0.22014251	0.051835	-0.19024374	0.07533394	-0.10628256	0.09873456	-0.05934751	0.09958021	-0.00925296	0.09530559	0.05278896	0.08567707	0.15002212	0.03875016	0.19189826	0.03072175	-0.01671303	-0.08221473	0.06351104	-0.03766084	0.1135766	-0.02127008	-0.1479555	-0.02265141	-0.07085922	-0.01722153	0.04705793	-0.00917836	0.13871881	0.00578213	-0.17465317	0.02784574	-0.11755457	0.03014973	-0.05287115	0.03001653	0.01664403	0.02739317	0.11314568	0.019477	-0.10244005	0.07635081	-0.04797744	0.06817271	0.01215127	0.05850396	0.07164758	0.04514432	0.15161837	0.06636139	0.00868986	-0.03813736	4.9755128863
samw	F	R	lei	4X	22	960x718	0.007858	-0.04323984	-0.11786206	-0.22145125	-0.03210732	-0.23692527	0.0201146	-0.15527703	0.09034754	0.11786116	0.06200681	0.18936009	0.05339432	0.01986103	-0.05660915	0.00581829	-0.01688119	0.08770758	0.0016675	0.08554268	0.0184313	0.14750048	0.02269479	0.16485022	-0.00702514	0.19353092	-0.02160533	0.18016356	-0.06754997	0.14636776	-0.10407108	0.0999314	-0.12427855	0.05039233	-0.1284099	0.00227709	-0.1247727	-0.09116274	-0.10805351	-0.14078594	-0.09171158	-0.18552228	-0.06679665	-0.2348607	-0.00771107	-0.21966815	0.05143524	-0.19010483	0.07502587	-0.10641995	0.09970996	-0.05935474	0.10064495	-0.00919704	0.09608433	0.05281094	0.0859715	0.15027379	0.03917199	0.19066421	0.0299437	-0.01493405	-0.08288936	0.06359091	-0.03727586	0.11270561	-0.02111425	-0.14833231	-0.02294984	-0.07140184	-0.01689118	0.04605145	-0.00850486	0.1379025	0.00496855	-0.17555862	0.0269148	-0.11828741	0.02995176	-0.05339077	0.03071076	0.01642383	0.02850938	0.11347262	0.01998236	-0.10105934	0.07654494	-0.04640729	0.06868364	0.01385745	0.05891773	0.07330641	0.04473163	0.15109264	0.06631053	0.01002445	-0.03779989	5.0906787035
samw	F	R	lei	4X	23	960x718	0.007858	-0.04488684	-0.11782512	-0.22146688	-0.03101795	-0.23616622	0.02033797	-0.1587132	0.08884275	0.114789	0.06275029	0.18994118	0.05237262	0.0153338	-0.05715793	0.00721541	-0.01664798	0.08698252	0.00164778	0.08492684	0.01784051	0.15629753	0.02202965	0.16553236	-0.00546214	0.19283266	-0.02014954	0.18044175	-0.06780294	0.14476153	-0.102294	0.09898537	-0.12255485	0.04982295	-0.12808125	0.00172727	-0.12500614	-0.09146942	-0.10797791	-0.14103236	-0.09182037	-0.18563138	-0.06692634	-0.23378123	-0.00775308	-0.22006032	0.0508352	-0.19065829	0.07448102	-0.10719802	0.09907212	-0.0602726	0.10011505	-0.01023318	0.09575752	0.05166246	0.085832	0.1485108	0.03850433	0.190815	0.03045604	-0.01775316	-0.08176397	0.06223883	-0.03663977	0.1122593	-0.02041801	-0.14785435	-0.0226638	-0.07096794	-0.01687565	0.04647694	-0.00897374	0.13776391	0.00615485	-0.17530082	0.02710928	-0.11756473	0.0298382	-0.05212816	0.03037637	0.0181864	0.02770057	0.11710983	0.02033685	-0.10174043	0.07629626	-0.04502407	0.06811106	0.01747081	0.05752186	0.0792235	0.04303193	0.14970559	0.0659237	0.00889006	-0.03746326	4.917309567
samw	F	R	lei	4X	24	960x718	0.007858	-0.05391873	-0.11817553	-0.21790719	-0.03097016	-0.23288341	0.01716525	-0.16190377	0.08666783	0.11540788	0.06489338	0.19023269	0.05529318	0.01224631	-0.05859757	0.00063326	-0.01735267	0.08684917	0.00163941	0.08501042	0.01915617	0.15749839	0.02243951	0.16513458	-0.00597731	0.19387287	-0.01876197	0.18162312	-0.06826894	0.14668571	-0.10406696	0.10049883	-0.12530211	0.05071146	-0.13187001	0.00203393	-0.12871458	-0.09090604	-0.10842389	-0.13964314	-0.09021833	-0.18330722	-0.06456231	-0.23097368	-0.00688231	-0.21677323	0.04885109	-0.18870799	0.072885	-0.10635845	0.10002761	-0.05922091	0.10180323	-0.00893148	0.09770992	0.05325261	0.08780718	0.15013414	0.03899595	0.19140548	0.031434	-0.02262138	-0.08419959	0.05904248	-0.03787468	0.1101946	-0.02090222	-0.14732835	-0.02214655	-0.07102968	-0.01688755	0.04578697	-0.0081581	0.13706557	0.00631449	-0.17284465	0.02628152	-0.11575945	0.02992022	-0.05102435	0.03072535	0.0185705	0.02851	0.11624908	0.02026437	-0.10327343	0.07746362	-0.04582591	0.06968567	0.01748055	0.05902231	0.07989729	0.04405124	0.15021944	0.06816274	0.00340508	-0.03885691	5.2164015874
samw	F	R	lei	4X	25	960x718	0.007858	-0.05387884	-0.1198587	-0.22013506	-0.02771031	-0.23237736	0.02128918	-0.15577275	0.0878497	0.11491488	0.06699872	0.19035815	0.05711986	0.01171057	-0.06025935	0.00507153	-0.0178339	0.08797607	0.00299178	0.08564989	0.01957433	0.1493083	0.02513897	0.16508587	-0.00405776	0.19280631	-0.01866951	0.18217339	-0.06957331	0.14746107	-0.10584417	0.10122123	-0.12809965	0.05083906	-0.13460315	0.00187543	-0.13085491	-0.09128156	-0.10981227	-0.14016877	-0.09131607	-0.18379268	-0.06516231	-0.2308074	-0.00670656	-0.2170666	0.04916367	-0.18837072	0.07259321	-0.10577366	0.09880253	-0.05866057	0.10081644	-0.00824487	0.09725413	0.05425233	0.08805856	0.15192661	0.03984484	0.19117365	0.03187383	-0.02350593	-0.08480621	0.05920649	-0.03920017	0.11023329	-0.02084135	-0.14737252	-0.02217324	-0.07068581	-0.01808381	0.04678455	-0.00897204	0.13766994	0.00742701	-0.17210243	0.02714034	-0.11552508	0.02937016	-0.05141859	0.02970867	0.01748412	0.02779778	0.1137471	0.02209413	-0.10055909	0.07671293	-0.04571752	0.06886991	0.01478007	0.05906676	0.07468603	0.04587896	0.15005094	0.07063599	0.00477095	-0.0396336	5.1699143254
samw	F	R	lei	4X	26	960x718	0.007858	-0.0484569	-0.11614162	-0.22305823	-0.02874826	-0.23661183	0.01935515	-0.15654496	0.08958727	0.1170417	0.06181702	0.19200255	0.05358227	0.01780719	-0.05568353	0.00585508	-0.01753834	0.09060221	0.00190878	0.08820824	0.01709737	0.14806245	0.0217884	0.16686751	-0.00545609	0.19378738	-0.01839868	0.18136668	-0.06806001	0.14547477	-0.10262948	0.09926507	-0.12192127	0.05021426	-0.12680817	0.00225274	-0.12378527	-0.09093641	-0.10740048	-0.14055401	-0.09163081	-0.18532135	-0.06706459	-0.23376593	-0.00792511	-0.22040164	0.0514295	-0.19075481	0.07525888	-0.1067954	0.09803604	-0.06006028	0.09829037	-0.01022814	0.09349339	0.05149834	0.08367998	0.14936794	0.03979789	0.19172122	0.03080918	-0.01854403	-0.08110576	0.06312132	-0.03651113	0.11353989	-0.02024198	-0.14903318	-0.02251172	-0.07148278	-0.01744059	0.04731075	-0.00975807	0.13928523	0.00612498	-0.17499107	0.02767512	-0.11732559	0.03016162	-0.0520567	0.02978876	0.01809097	0.02693665	0.11545832	0.01882285	-0.10195057	0.07597614	-0.04713879	0.06706796	0.01334955	0.05664757	0.07340434	0.04360187	0.1517084	0.06543987	0.00934851	-0.03741392	4.9201681774
samw	F	R	lei	4X	27	960x718	0.007858	-0.04659489	-0.11528725	-0.22065878	-0.03269804	-0.237949	0.01830466	-0.16238312	0.08712029	0.11791112	0.06044238	0.19088545	0.0514534	0.01705639	-0.05492115	0.00708309	-0.01628742	0.08926398	0.00141213	0.08713057	0.01723238	0.15386059	0.02121063	0.16651047	-0.00691931	0.19389492	-0.02017718	0.18035901	-0.06743214	0.14469946	-0.10190855	0.09864619	-0.12096716	0.04978736	-0.12590887	0.00198102	-0.12274226	-0.09085817	-0.10594915	-0.14007532	-0.08982322	-0.18467137	-0.06567502	-0.23523629	-0.00812652	-0.21975653	0.05121839	-0.19005261	0.07430384	-0.10693985	0.09883243	-0.06016819	0.09975638	-0.0103214	0.0950459	0.05129033	0.08483731	0.14863132	0.03963167	0.19186668	0.02809845	-0.0179057	-0.08014263	0.06284221	-0.0361629	0.11305859	-0.02100994	-0.14755825	-0.02187222	-0.07049233	-0.01567879	0.04705289	-0.00841494	0.1389277	0.00491077	-0.17612965	0.02569534	-0.11813697	0.02922566	-0.05237909	0.03045452	0.01831522	0.02742141	0.11700292	0.01901997	-0.10487647	0.07602324	-0.04798917	0.06790662	0.01475474	0.05750125	0.07674759	0.04313157	0.15174757	0.06415997	0.0098258	-0.03624589	4.9955435778
samw	F	R	lei	4X	28	960x718	0.007858	-0.04866491	-0.11658371	-0.22210228	-0.02995382	-0.23605066	0.02038163	-0.15899279	0.08773938	0.11584246	0.06333279	0.19058545	0.05337828	0.01649938	-0.05725223	0.00549947	-0.0166631	0.08787228	0.00229435	0.08580163	0.01771242	0.15434051	0.02119646	0.16542857	-0.00622758	0.1936625	-0.01804468	0.1807977	-0.06754104	0.14566759	-0.10276291	0.09965413	-0.12309848	0.05034735	-0.12819927	0.00228011	-0.1248535	-0.09073608	-0.10733528	-0.14011765	-0.0910943	-0.18470334	-0.06655991	-0.23382911	-0.00818025	-0.2194276	0.05044152	-0.18997198	0.07382595	-0.1067547	0.09817506	-0.05994516	0.09923692	-0.00998005	0.09494878	0.05188976	0.08532566	0.14939121	0.03967831	0.1916032	0.02975487	-0.01887486	-0.08215688	0.06193091	-0.0376733	0.11189197	-0.02103931	-0.1487358	-0.0218731	-0.07157691	-0.01661116	0.04625326	-0.00846278	0.13814815	0.00570578	-0.17493615	0.02687612	-0.11734484	0.02976697	-0.0520681	0.03060598	0.01808517	0.02764243	0.11635423	0.01972595	-0.10218555	0.07623035	-0.04571521	0.0684781	0.0165301	0.05810493	0.07792325	0.04340584	0.15037836	0.06598051	0.00805499	-0.03777876	5.0165604744
samw	F	R	lei	4X	29	960x718	0.007858	-0.05043066	-0.11713842	-0.22072014	-0.02699266	-0.23301994	0.02166191	-0.16332846	0.08555608	0.11817829	0.06313256	0.19114504	0.05456209	0.01488564	-0.0578158	0.00331425	-0.01737829	0.08698528	0.0016076	0.08464734	0.01934923	0.15411423	0.02410315	0.16590138	-0.0055334	0.19331762	-0.01933751	0.18106785	-0.06819131	0.14697175	-0.10482225	0.10042766	-0.12602227	0.05051116	-0.13062971	0.00228443	-0.12657372	-0.09056894	-0.10760119	-0.13961595	-0.0905062	-0.18354482	-0.06531072	-0.23080668	-0.00711244	-0.21814153	0.04984251	-0.18919516	0.07344453	-0.10611676	0.09761911	-0.0593178	0.09885615	-0.00927067	0.09506817	0.0528045	0.08611288	0.15107795	0.04108969	0.19183175	0.03120392	-0.02020543	-0.08266398	0.06149705	-0.03799274	0.11219098	-0.02130939	-0.14832632	-0.0213429	-0.07147798	-0.01645942	0.0461388	-0.00854611	0.13772284	0.00614995	-0.17280482	0.02775563	-0.11587813	0.02997457	-0.05142706	0.03022195	0.01786687	0.02798858	0.11520938	0.0213348	-0.10577512	0.07473514	-0.04874608	0.06732155	0.01415878	0.05767454	0.07627614	0.04375527	0.15223332	0.06767976	0.00595819	-0.0385209	5.1482272602
samw	F	R	lei	4X	3	960x718	0.007858	-0.04877179	-0.11639899	-0.22111258	-0.03088935	-0.23523362	0.01947897	-0.16177524	0.08735073	0.11669681	0.06410094	0.18910127	0.05205716	0.01484522	-0.05839799	0.00828414	-0.01641507	0.09036798	0.00211734	0.08884794	0.0184267	0.15167226	0.02153372	0.16561882	-0.00705948	0.19319359	-0.01908261	0.18068347	-0.06750696	0.14601785	-0.10351881	0.09952625	-0.12358354	0.05006274	-0.12803713	0.00198468	-0.12451709	-0.09117485	-0.10729695	-0.14067101	-0.09113632	-0.18526424	-0.06641386	-0.23334823	-0.00746322	-0.2189209	0.05013541	-0.19002079	0.07385084	-0.10704162	0.09931762	-0.06007486	0.10075161	-0.00993491	0.09672733	0.05213972	0.08718884	0.14955565	0.04009266	0.19043891	0.02880406	-0.0190144	-0.08239313	0.06155016	-0.03799545	0.11170876	-0.02141791	-0.14709392	-0.02301498	-0.070251	-0.01690821	0.04705126	-0.0089682	0.13844244	0.00504704	-0.17343229	0.02673234	-0.11581698	0.02976424	-0.05053799	0.03070923	0.01966537	0.02853328	0.1170048	0.02020565	-0.10481127	0.07631787	-0.04829173	0.06910156	0.01406497	0.05922536	0.07544897	0.04443076	0.15021618	0.06435975	0.00840401	-0.03794577	5.1806202126
