genotype	sex	side	microscope	magnification	ID	Scale	X1	Y1	X2	Y2	X3	Y3	X4	Y4	X5	Y5	X6	Y6	X7	Y7	X8	Y8	X9	Y9	X10	Y10	X11	Y11	X12	Y12	X13	Y13	X14	Y14	X15	Y15	X16	Y16	X17	Y17	X18	Y18	X19	Y19	X20	Y20	X21	Y21	X22	Y22	X23	Y23	X24	Y24	X25	Y25	X26	Y26	X27	Y27	X28	Y28	X29	Y29	X30	Y30	X31	Y31	X32	Y32	X33	Y33	X34	Y34	X35	Y35	X36	Y36	X37	Y37	X38	Y38	X39	Y39	X40	Y40	X41	Y41	X42	Y42	X43	Y43	X44	Y44	X45	Y45	X46	Y46	X47	Y47	X48	Y48	CentroidSize
star	M	R	oly	4X	103	0.00704	-0.04563548	-0.11531692	-0.22431677	-0.03541618	-0.23891987	0.01461897	-0.14954537	0.09336565	0.11284046	0.06256193	0.19167979	0.04785354	0.02088645	-0.05425577	0.0075483	-0.01631445	0.08761721	-0.00016419	0.0857089	0.01619778	0.15089116	0.01875465	0.16273667	-0.00836293	0.19506364	-0.01537745	0.17878641	-0.06377861	0.14683676	-0.10091121	0.10023807	-0.12222294	0.04971391	-0.12837943	0.00022715	-0.12401498	-0.09253459	-0.10364121	-0.14175305	-0.08802664	-0.1876879	-0.06642773	-0.23791655	-0.00629437	-0.21918997	0.05280796	-0.18917869	0.07666219	-0.10506695	0.10099936	-0.05839457	0.10149265	-0.00909247	0.09653589	0.05330392	0.08528428	0.14817654	0.03446154	0.19288337	0.02536334	-0.01562455	-0.08152123	0.0625998	-0.03678364	0.11198896	-0.02209504	-0.15034826	-0.02266564	-0.07266749	-0.01485533	0.04591035	-0.00934392	0.13904869	0.00264597	-0.17922685	0.0266381	-0.12166068	0.03034039	-0.05539703	0.0309358	0.01642811	0.02746018	0.11478257	0.01731646	-0.09617332	0.07844942	-0.0422258	0.06934823	0.01802725	0.05787453	0.07721494	0.0423338	0.149708	0.06206295	0.01170882	-0.03619574	4.172
star	M	R	oly	4X	104	0.00704	-0.04825829	-0.11841694	-0.22145966	-0.03203302	-0.23637423	0.01847759	-0.14916116	0.09365187	0.11773228	0.05957209	0.18764249	0.04974278	0.02056939	-0.05509688	0.00942829	-0.01652659	0.09153788	0.00047487	0.08978526	0.01714094	0.14890087	0.0197855	0.16386894	-0.00584118	0.19270787	-0.01478279	0.17912509	-0.06490922	0.14734636	-0.1028662	0.09964278	-0.12302379	0.0489948	-0.12880803	-0.00068076	-0.12550904	-0.09471183	-0.10896898	-0.14444001	-0.09275031	-0.18916682	-0.06717869	-0.23362486	-0.00568151	-0.22140162	0.05261677	-0.19114398	0.07670967	-0.10646773	0.10071688	-0.05966692	0.10114041	-0.01028041	0.09594327	0.05221325	0.08468981	0.14871368	0.03652826	0.1893729	0.02769987	-0.01783817	-0.08318967	0.06237668	-0.03742373	0.11257451	-0.02109504	-0.14766455	-0.02096117	-0.07090922	-0.01491987	0.04656207	-0.01079199	0.13776112	0.00394226	-0.17679889	0.0295431	-0.11977685	0.03159308	-0.05424516	0.03127819	0.01674122	0.02831941	0.11396076	0.0185187	-0.09635086	0.07756376	-0.04289453	0.06812064	0.01688846	0.05716166	0.07584604	0.04281256	0.1509992	0.06374691	0.01202434	-0.03671622	4.035
star	M	R	oly	4X	105	0.00704	-0.04837617	-0.11876543	-0.21998126	-0.02869485	-0.23568517	0.02181479	-0.15585051	0.09227908	0.1117976	0.06306662	0.18911579	0.05084071	0.01758765	-0.05713385	0.01092592	-0.01745645	0.08880834	0.00072244	0.08654258	0.01631457	0.1495691	0.01940591	0.16363631	-0.00533244	0.19431695	-0.01357931	0.18181777	-0.06569981	0.14862501	-0.10308328	0.10146706	-0.12579599	0.05004668	-0.13118604	0.0000769	-0.12719103	-0.09376112	-0.10813213	-0.14277359	-0.09042253	-0.18620854	-0.06409409	-0.23245002	-0.00521579	-0.22099065	0.05289377	-0.19088262	0.0774682	-0.10567731	0.1007253	-0.05883409	0.10069675	-0.0094034	0.09545426	0.05321965	0.08433986	0.14922253	0.03495993	0.19092504	0.02843189	-0.01872772	-0.08374108	0.06166984	-0.03808629	0.11179384	-0.02137588	-0.14595085	-0.02122263	-0.06936661	-0.01651098	0.04782879	-0.01040892	0.13894884	0.00391778	-0.1751786	0.02931737	-0.11839412	0.03140362	-0.0531053	0.03069255	0.01755985	0.02704628	0.11442982	0.01783647	-0.10110957	0.07834767	-0.0465405	0.06851882	0.01452117	0.05693059	0.07487348	0.04260803	0.14807203	0.06482226	0.01184922	-0.03772672	4.258
star	M	R	oly	4X	106	0.00704	-0.05085222	-0.11711534	-0.22077885	-0.03078656	-0.23590566	0.01716887	-0.1532386	0.0917785	0.11564846	0.06131269	0.1930465	0.04841053	0.01912372	-0.05573943	0.00585025	-0.01749931	0.0874424	0.00034012	0.0853746	0.01652359	0.14957852	0.02055648	0.16466008	-0.00709688	0.193133	-0.01548825	0.17940851	-0.06429351	0.14845132	-0.10294457	0.10066639	-0.1234199	0.04987391	-0.12833934	0.00023095	-0.12522011	-0.09349857	-0.10764583	-0.14274091	-0.09082369	-0.18688573	-0.06529825	-0.23363988	-0.00576025	-0.21890211	0.0516586	-0.18927114	0.07568058	-0.10541866	0.10097027	-0.05862793	0.10169346	-0.00923779	0.09660556	0.05323919	0.08528645	0.14882359	0.03533757	0.19307373	0.0282932	-0.01958273	-0.08261666	0.06184839	-0.03785635	0.11240623	-0.02149146	-0.14762505	-0.02240228	-0.07073428	-0.01680725	0.0467908	-0.0096431	0.13866889	0.0038269	-0.17641111	0.02823818	-0.11950019	0.03157225	-0.05402564	0.03161454	0.01683845	0.02776281	0.11409005	0.018355	-0.09904786	0.07894293	-0.0449913	0.06926733	0.0155029	0.05769334	0.0752	0.04310962	0.15232968	0.06391983	0.00961573	-0.03763087	4.108
star	M	R	oly	4X	107	0.00704	-0.05150837	-0.11559207	-0.22465873	-0.03182509	-0.23663394	0.02208904	-0.15335379	0.09015063	0.1153653	0.06062264	0.19135627	0.04924091	0.02094923	-0.05353928	0.00679797	-0.01754769	0.08908638	-0.00018663	0.08774493	0.01667262	0.1508581	0.01954356	0.16383319	-0.00564347	0.19744387	-0.0157283	0.17935034	-0.0641658	0.14518757	-0.09924261	0.09915839	-0.12000731	0.04919677	-0.12670282	-0.00022055	-0.1240488	-0.093494	-0.10596113	-0.14305421	-0.09092345	-0.18879735	-0.06789018	-0.23526767	-0.0066262	-0.22094209	0.05242557	-0.19022809	0.07561668	-0.10604822	0.0980261	-0.05966514	0.09865804	-0.01050073	0.09427635	0.0519031	0.08398391	0.14770448	0.03555936	0.19339039	0.02753206	-0.01831604	-0.08274441	0.06166169	-0.03634484	0.11240771	-0.0209293	-0.15031978	-0.02338843	-0.072767	-0.01682841	0.04568839	-0.00989259	0.13859603	0.0028286	-0.1754215	0.0287076	-0.11835415	0.0310685	-0.05271784	0.03040746	0.01832916	0.02674235	0.11573874	0.01798177	-0.09631745	0.07971848	-0.04217673	0.06932671	0.01819425	0.05646339	0.07799572	0.04158461	0.15091995	0.06278845	0.01190544	-0.03625657	3.697
star	M	R	oly	4X	108	0.00704	-0.05205727	-0.12062368	-0.22291246	-0.02872656	-0.23643592	0.02060858	-0.14566991	0.09308927	0.1125899	0.0636491	0.18955586	0.052339	0.02030192	-0.05596947	0.01005765	-0.01822673	0.09017262	0.0009448	0.0880374	0.01725686	0.14964796	0.02084605	0.16284175	-0.00495839	0.18955357	-0.01433695	0.17819778	-0.06430465	0.14776172	-0.1032778	0.10049551	-0.12577347	0.04925603	-0.13162552	-0.00087783	-0.12908693	-0.09486804	-0.10989514	-0.14407628	-0.0923161	-0.18809476	-0.06619889	-0.23400848	-0.00612327	-0.22052802	0.0515502	-0.1902663	0.07498211	-0.10636168	0.10015791	-0.05954194	0.1016479	-0.00992407	0.09751258	0.05294356	0.0869122	0.14877975	0.03606809	0.18955506	0.02886538	-0.02005277	-0.08568251	0.0606521	-0.03856199	0.11143472	-0.02163584	-0.14845656	-0.02137666	-0.07171151	-0.01691526	0.04590739	-0.01087338	0.13709079	0.00400509	-0.17527673	0.02831487	-0.11842957	0.03147775	-0.05298765	0.03148779	0.01784452	0.02796498	0.11499526	0.01891707	-0.09302006	0.07843001	-0.04020274	0.06873466	0.01892456	0.05753545	0.07743466	0.04385405	0.14902365	0.06710496	0.01270484	-0.0377675	4.16
star	M	R	oly	4X	109	0.00704	-0.04460415	-0.11745139	-0.22137179	-0.03297117	-0.23743821	0.02026433	-0.15380514	0.09303888	0.11420876	0.06148626	0.18652852	0.05015377	0.02062906	-0.05570335	0.00696074	-0.01708255	0.08922013	0.00030739	0.08773656	0.01691167	0.15293588	0.01926511	0.1639912	-0.00666356	0.19311467	-0.01852388	0.1788939	-0.06461445	0.14798808	-0.10337486	0.10015553	-0.12428566	0.04924561	-0.12787702	-0.00025533	-0.12415236	-0.09398918	-0.10731687	-0.14335491	-0.09096944	-0.18775132	-0.0657825	-0.23575228	-0.00638811	-0.22037049	0.05222007	-0.19067077	0.0767364	-0.10610701	0.10158552	-0.05923175	0.10163911	-0.00991653	0.09592368	0.05245767	0.0842885	0.14867919	0.03596704	0.18869762	0.02753529	-0.01553794	-0.08244604	0.06347634	-0.03716511	0.11299879	-0.02131152	-0.14803126	-0.02273925	-0.07152037	-0.01605736	0.04554708	-0.01010427	0.13691292	0.00348423	-0.17626467	0.02902711	-0.11875194	0.03198678	-0.05257012	0.03148231	0.019051	0.02775761	0.11718576	0.01887213	-0.09885371	0.0792152	-0.04405865	0.06904057	0.01719678	0.05678488	0.07780318	0.04214436	0.14822957	0.06353449	0.01036296	-0.037672	3.982
star	M	R	oly	4X	110	0.00704	-0.05146051	-0.11711157	-0.22460001	-0.02967425	-0.23659084	0.01944298	-0.151452	0.08924063	0.11798033	0.06095137	0.1924987	0.04815197	0.01729577	-0.05408884	0.00535079	-0.0164415	0.08880971	0.00046264	0.08689145	0.01722631	0.15146038	0.01936549	0.1647756	-0.0077431	0.19404623	-0.01724491	0.17835383	-0.06362035	0.14590476	-0.10012814	0.09956087	-0.12054743	0.0495089	-0.12670231	0.00010309	-0.12455169	-0.09357774	-0.10835337	-0.14318878	-0.09258701	-0.18809089	-0.06772529	-0.23534877	-0.00717689	-0.2186639	0.05030373	-0.18845899	0.0729494	-0.10575436	0.09894485	-0.05922534	0.10080754	-0.00986522	0.09648413	0.0525683	0.08558654	0.14855736	0.03656526	0.19300802	0.02662867	-0.02038115	-0.08221022	0.06077534	-0.03609588	0.11188507	-0.02074674	-0.15047442	-0.02100326	-0.07280998	-0.01548503	0.04584666	-0.00922469	0.13872099	0.00366295	-0.17548319	0.02708667	-0.11840341	0.03080118	-0.05262919	0.03184012	0.01866666	0.02833846	0.11621082	0.01828104	-0.09683207	0.07785094	-0.04264924	0.06896579	0.0179857	0.05796595	0.07773102	0.04346466	0.15336019	0.06341686	0.00808343	-0.03632364	4.058
star	M	R	oly	4X	111	0.00704	-0.04578318	-0.11641662	-0.21973729	-0.03310747	-0.23683508	0.01584211	-0.15429914	0.09172983	0.10981166	0.06574973	0.19494075	0.05080332	0.01574412	-0.05536383	0.00328827	-0.01747377	0.0890292	-0.00023598	0.08668204	0.01681141	0.15482365	0.0189069	0.16329171	-0.00767466	0.18909615	-0.01948946	0.17938947	-0.06478103	0.14831213	-0.1034513	0.10064976	-0.12531842	0.04955173	-0.12855154	0.00013569	-0.12408463	-0.09317811	-0.10603107	-0.14225606	-0.08963224	-0.18656944	-0.06489615	-0.23455827	-0.0060502	-0.21901215	0.05192215	-0.18937427	0.07610473	-0.1053219	0.10106156	-0.05855703	0.10185416	-0.00915074	0.09718225	0.05345215	0.08634454	0.14874058	0.03535868	0.1929743	0.02715293	-0.01903062	-0.08032613	0.06147448	-0.03693252	0.11123193	-0.02195405	-0.14739899	-0.02303084	-0.0709338	-0.0166322	0.04589037	-0.00984689	0.13749565	0.00274891	-0.177495	0.02765183	-0.11964844	0.03084386	-0.05311213	0.03108836	0.01893693	0.02748236	0.11766328	0.01806091	-0.09908818	0.07901048	-0.04377677	0.06961445	0.01798126	0.05758517	0.07881189	0.04213513	0.14962164	0.06585359	0.00609585	-0.03761837	4.208
star	M	R	oly	4X	112	0.00704	-0.05156919	-0.11691108	-0.2212402	-0.03504474	-0.2388316	0.01348046	-0.14886488	0.09380544	0.11495559	0.06122008	0.19194278	0.05168722	0.02242476	-0.05369616	0.0117255	-0.01697342	0.0921488	0.0005433	0.09067191	0.01620423	0.15243962	0.01873244	0.16127573	-0.00927116	0.18874727	-0.01826228	0.17495291	-0.06227183	0.14399318	-0.09998064	0.0981524	-0.12257997	0.04752422	-0.12725441	-0.00193303	-0.12402857	-0.09575719	-0.10831558	-0.14547185	-0.09238613	-0.18996002	-0.06670886	-0.23646578	-0.00613276	-0.221031	0.05161751	-0.19128887	0.07544379	-0.10775166	0.10154921	-0.06095611	0.10264444	-0.01158466	0.09761503	0.05076519	0.08616587	0.1461982	0.03620607	0.19092464	0.02940021	-0.01907944	-0.08323919	0.06036174	-0.0378031	0.11042656	-0.0223644	-0.14684375	-0.02327726	-0.07030803	-0.01547028	0.04685064	-0.0103962	0.13814287	0.0034632	-0.17708972	0.02607	-0.11942666	0.03126874	-0.05289597	0.03144491	0.01900005	0.02709827	0.11762482	0.01799594	-0.09205243	0.08185904	-0.03855507	0.07028304	0.02118591	0.05653933	0.08069746	0.04182416	0.15086068	0.06413234	0.01496365	-0.03592626	3.455
star	M	R	oly	4X	113	0.00704	-0.04929671	-0.11792984	-0.22069207	-0.03387724	-0.23814453	0.01849718	-0.15012451	0.09351473	0.11511096	0.06090886	0.18994476	0.04970699	0.01977685	-0.05424859	0.00763173	-0.01685305	0.08854152	-0.00003321	0.08645997	0.01645381	0.15316717	0.01826784	0.16610288	-0.00934226	0.19187341	-0.01550184	0.17951589	-0.06424528	0.14525968	-0.09938491	0.09877781	-0.11979132	0.04880722	-0.12697648	-0.000754	-0.1249716	-0.09459897	-0.10839474	-0.14404903	-0.09178864	-0.18834413	-0.06610898	-0.2357601	-0.00624095	-0.22082483	0.05240707	-0.19076397	0.07634587	-0.10663751	0.10121189	-0.05990451	0.10184334	-0.01059808	0.09674323	0.05176343	0.08546184	0.14716893	0.0357038	0.19061595	0.02701383	-0.0186536	-0.08236098	0.0625155	-0.03653772	0.11355609	-0.02156649	-0.14731757	-0.02431283	-0.07091446	-0.01696685	0.04587671	-0.00980023	0.13739218	0.00332186	-0.17708986	0.02742429	-0.11949285	0.03102716	-0.05314297	0.0312323	0.01869699	0.02751695	0.11706958	0.01756434	-0.09593493	0.07880187	-0.04153569	0.06931031	0.0192512	0.05760004	0.07911316	0.04232971	0.15035512	0.06375385	0.01023016	-0.03672893	3.868
star	M	R	oly	4X	114	0.00704	-0.04555193	-0.11918516	-0.2204601	-0.02897972	-0.23533802	0.01700854	-0.15642586	0.09142757	0.11383261	0.0620955	0.19233616	0.04983951	0.0214719	-0.05503736	0.00602363	-0.01739855	0.0880355	0.00016729	0.08541697	0.01667252	0.1516066	0.01987682	0.16372889	-0.00702659	0.19089557	-0.01566732	0.17987836	-0.06518953	0.14777796	-0.10294085	0.10043889	-0.12444045	0.04952368	-0.13022377	-0.00027548	-0.12688029	-0.09370369	-0.1077186	-0.14260111	-0.09029213	-0.18626927	-0.06450301	-0.23248869	-0.00555351	-0.21941284	0.05178982	-0.18984901	0.07614795	-0.10563929	0.10130798	-0.05880093	0.1017515	-0.00945633	0.0963715	0.05291664	0.08479476	0.14848121	0.03502776	0.19184646	0.02757174	-0.01685769	-0.08301181	0.06278584	-0.03753344	0.11254224	-0.02139405	-0.14729138	-0.02194593	-0.07077201	-0.01657618	0.04622337	-0.00963899	0.13764063	0.00363794	-0.177341	0.03124935	-0.11992729	0.03294688	-0.054101	0.0316015	0.0171527	0.0277206	0.11491791	0.01811565	-0.10096138	0.07855137	-0.0459693	0.06894698	0.01558553	0.05747129	0.07624254	0.04254973	0.15064933	0.06362948	0.01154249	-0.03713428	4.188
star	M	R	oly	4X	115	0.00704	-0.04761392	-0.11634258	-0.22146273	-0.03222155	-0.23801638	0.01736229	-0.15343972	0.09202202	0.1154226	0.0592504	0.19000276	0.04781474	0.02288047	-0.05403609	0.00860273	-0.01637056	0.08838865	0.00046403	0.08634334	0.01644741	0.15229706	0.01861946	0.16447655	-0.00656944	0.19354863	-0.01660391	0.17910491	-0.06433685	0.1466123	-0.10145698	0.09965318	-0.12208286	0.04920949	-0.12667038	-0.00015448	-0.12343223	-0.09370072	-0.10687848	-0.14303689	-0.09078528	-0.18746549	-0.06576956	-0.23546036	-0.00637398	-0.22015844	0.05244999	-0.18995631	0.07620325	-0.10583295	0.10079024	-0.05914446	0.10123432	-0.00991534	0.09588844	0.05230378	0.08427315	0.14743504	0.03444156	0.19119529	0.02614976	-0.01638235	-0.08194467	0.06362845	-0.03706858	0.11366859	-0.02129913	-0.14774034	-0.02226483	-0.07096234	-0.01554373	0.04640006	-0.0094422	0.13820222	0.00367446	-0.17934107	0.02833728	-0.12161307	0.03063084	-0.0552343	0.03091315	0.01669523	0.02773531	0.11514653	0.01795847	-0.09863103	0.0792077	-0.04389029	0.06978817	0.01725046	0.05779336	0.07739328	0.04214465	0.15061282	0.06230919	0.01267855	-0.03640973	3.832
star	M	R	oly	4X	116	0.00704	-0.04824631	-0.11659102	-0.2203504	-0.03402888	-0.23922944	0.01603358	-0.14863436	0.09383831	0.11187073	0.06283479	0.19373221	0.05051458	0.02088816	-0.05477904	0.00962081	-0.01696526	0.08734122	0.00033454	0.0855463	0.01608295	0.15590741	0.01956512	0.16349221	-0.00675776	0.19051883	-0.01775982	0.17734468	-0.06366254	0.1454629	-0.10088827	0.09879524	-0.12178688	0.04838354	-0.12690788	-0.00103026	-0.12383721	-0.0944816	-0.10666856	-0.14369582	-0.09023078	-0.18803652	-0.06512311	-0.23639135	-0.00583454	-0.2207186	0.05329453	-0.19028546	0.07679788	-0.10615417	0.10100728	-0.05953445	0.10138124	-0.01037344	0.095972	0.05179868	0.08443148	0.14753552	0.03593469	0.1926766	0.02808603	-0.01743154	-0.08227421	0.06232805	-0.0371511	0.11227584	-0.02129371	-0.1469323	-0.02288178	-0.07029422	-0.01645461	0.0466625	-0.00960772	0.13829513	0.00319996	-0.1803291	0.02938592	-0.12178925	0.0315447	-0.05461554	0.03060327	0.0180452	0.02643764	0.11784931	0.01780613	-0.09702715	0.07487945	-0.04204785	0.06680978	0.01922548	0.05607779	0.07957703	0.04148958	0.15014975	0.06394746	0.01230579	-0.036806	4.015
star	M	R	oly	4X	117	0.00704	-0.05500009	-0.11910534	-0.21869147	-0.03213307	-0.23490714	0.0168383	-0.15266888	0.09299897	0.11475192	0.06212009	0.18727642	0.0521136	0.01838531	-0.05642706	0.00442609	-0.01688366	0.0894669	0.00175905	0.08770301	0.01812282	0.15585427	0.01951898	0.1627321	-0.00599146	0.19308871	-0.01297677	0.17826413	-0.06419274	0.14719002	-0.10264011	0.10017149	-0.12519002	0.04898863	-0.13108336	-0.0010372	-0.12808137	-0.09503735	-0.10968371	-0.14413863	-0.09182483	-0.1874826	-0.06506922	-0.23238118	-0.00547061	-0.21979553	0.05103376	-0.19085903	0.07591276	-0.10663877	0.10143925	-0.05971564	0.10200539	-0.01023466	0.09694045	0.05241813	0.08589886	0.14841948	0.03612353	0.18950548	0.02715094	-0.02198725	-0.08493357	0.05951774	-0.03823323	0.11044824	-0.02082766	-0.1463491	-0.02358564	-0.07058339	-0.01693392	0.0451514	-0.0092066	0.13587408	0.00419843	-0.17590729	0.02902707	-0.1181237	0.03159467	-0.05172067	0.03141888	0.02019292	0.02827697	0.11870507	0.01945022	-0.09526641	0.0803194	-0.04047759	0.06922596	0.02091994	0.05664525	0.08185613	0.04227472	0.14905358	0.06569492	0.00864236	-0.03762928	4.187
star	M	R	oly	4X	118	0.00704	-0.04902667	-0.11940456	-0.21949762	-0.03387439	-0.23761593	0.01291104	-0.14941398	0.09396691	0.11630432	0.06129749	0.18442855	0.0524207	0.02205142	-0.05365493	0.00917926	-0.01677192	0.08863095	0.00120084	0.08684451	0.01782153	0.15461691	0.01907659	0.16454035	-0.00536592	0.1926679	-0.0225657	0.17828918	-0.0657141	0.14598573	-0.10306094	0.09867087	-0.12317061	0.04818005	-0.12929464	-0.00153019	-0.12676952	-0.09532319	-0.10882469	-0.14431468	-0.09111416	-0.18801024	-0.06494368	-0.23500883	-0.00564276	-0.2202868	0.05219587	-0.19072093	0.07668766	-0.10621263	0.10112216	-0.05939672	0.10142665	-0.01002539	0.09632572	0.05256519	0.08547118	0.14910555	0.03682098	0.18770605	0.02721175	-0.01848606	-0.0829898	0.06238559	-0.03639781	0.11304305	-0.0199001	-0.14638338	-0.02271861	-0.07046679	-0.01551504	0.04578502	-0.00984862	0.13621765	0.00469152	-0.17961779	0.03029263	-0.12127503	0.03254788	-0.05442335	0.03167651	0.01795434	0.02816841	0.11716116	0.01868558	-0.09539828	0.07845653	-0.04090658	0.06873211	0.01994549	0.05679507	0.08008164	0.04209638	0.14844736	0.06580374	0.012553	-0.03636092	3.888
star	M	R	oly	4X	119	0.00704	-0.04437664	-0.11602596	-0.223164	-0.03332987	-0.23953742	0.0166839	-0.14865017	0.09271715	0.11632815	0.06075843	0.19506739	0.04643423	0.01948232	-0.05323927	0.00873367	-0.01617069	0.08933492	-0.00007458	0.08723103	0.01637156	0.14684413	0.01850093	0.16493184	-0.0075806	0.19253614	-0.01567739	0.17732146	-0.06300864	0.14615442	-0.10046769	0.1000162	-0.1220911	0.04958317	-0.12606184	0.0002819	-0.12248054	-0.09333233	-0.10660327	-0.14309919	-0.09172172	-0.18836105	-0.06745428	-0.23712787	-0.00706698	-0.22043691	0.05275638	-0.1897343	0.07599065	-0.10562658	0.10018902	-0.05899941	0.10093229	-0.00972985	0.09601431	0.05262232	0.08487895	0.14760766	0.03462535	0.19418326	0.02473952	-0.01793403	-0.07851265	0.06335074	-0.03571645	0.11339383	-0.02119406	-0.14882061	-0.02252401	-0.07149936	-0.01514479	0.04661645	-0.00986051	0.13928509	0.00202999	-0.17825483	0.02661269	-0.12131643	0.03069326	-0.05568146	0.03114923	0.01541031	0.02759977	0.11270693	0.01674042	-0.09616616	0.07814847	-0.04307475	0.0691869	0.01635464	0.0584106	0.07464624	0.043135	0.15373078	0.06234798	0.01116834	-0.03564009	3.863
star	M	R	oly	4X	120	0.00704	-0.05034313	-0.11987385	-0.21841165	-0.02882968	-0.23512705	0.0176135	-0.15417572	0.09345229	0.10968056	0.06671169	0.18904422	0.0522472	0.01529434	-0.05809979	0.00713957	-0.01631789	0.08511136	-0.00053909	0.0853382	0.01931845	0.15488495	0.02051898	0.16041399	-0.0066803	0.19425793	-0.01839451	0.18123107	-0.06633098	0.15072621	-0.10698252	0.10099696	-0.12408412	0.05005145	-0.12863543	0.00010783	-0.12729412	-0.09404837	-0.10857481	-0.14305684	-0.09068421	-0.18682094	-0.06452023	-0.23100348	-0.00403573	-0.21982224	0.05285353	-0.19021777	0.07767972	-0.10508985	0.1015064	-0.05817529	0.10141648	-0.00867278	0.09625288	0.05408892	0.08530596	0.15035836	0.03576164	0.19072682	0.02944934	-0.01972202	-0.08534021	0.05918984	-0.0377611	0.10958806	-0.0222721	-0.14585005	-0.02240933	-0.06928741	-0.01640468	0.04748747	-0.00959103	0.13918376	0.00249071	-0.17669193	0.02776278	-0.1191409	0.03023975	-0.05293882	0.03080254	0.01882496	0.02878181	0.1170836	0.01999549	-0.10055834	0.07597703	-0.04485132	0.06802627	0.01731954	0.05787382	0.078546	0.04350878	0.14665791	0.06555172	0.010672	-0.03744305	4.2
star	M	R	oly	4X	121	0.00704	-0.05189082	-0.11601501	-0.21992192	-0.03193584	-0.23680989	0.01752104	-0.15870751	0.0912737	0.10737704	0.06496155	0.18835579	0.05034044	0.01496762	-0.05550869	0.00299779	-0.01923948	0.08798629	-0.00178331	0.08420412	0.01740509	0.15608261	0.01710473	0.17141891	-0.00351859	0.19296134	-0.01263205	0.18197378	-0.06496064	0.15113801	-0.10658942	0.10089478	-0.12293679	0.05009614	-0.12668352	0.00054207	-0.12435785	-0.09271734	-0.10552401	-0.1413697	-0.08814787	-0.1858083	-0.06410672	-0.23361806	-0.00596239	-0.21993208	0.05230877	-0.18930912	0.07539458	-0.10578386	0.10374389	-0.05876797	0.10243058	-0.0096202	0.09587299	0.05244439	0.08343582	0.14599775	0.03185426	0.19153588	0.0288218	-0.02137539	-0.07943869	0.06455427	-0.03525224	0.11716261	-0.01916116	-0.14796501	-0.02122697	-0.07151464	-0.01699635	0.04476754	-0.00874111	0.13679183	0.00051205	-0.17631153	0.02885309	-0.11829839	0.03154386	-0.0515652	0.03170702	0.02055409	0.02639041	0.11947371	0.01678446	-0.09982057	0.07787769	-0.04376157	0.06693095	0.01911378	0.05463191	0.08063096	0.03751606	0.14551529	0.06422367	0.00533071	-0.03872173	4.022
star	M	R	oly	4X	122	0.00704	-0.05010629	-0.11784036	-0.22220249	-0.03038876	-0.23898052	0.01839858	-0.15044564	0.09211327	0.11480314	0.06150723	0.1880658	0.05106063	0.02362884	-0.05417387	0.01399488	-0.01569412	0.08843391	0.00118906	0.0860379	0.01669589	0.15382242	0.01963855	0.16382449	-0.00608488	0.19119395	-0.01555739	0.17765679	-0.06474447	0.14752689	-0.10423235	0.09919418	-0.12417279	0.04838616	-0.12959821	-0.0012896	-0.12631302	-0.0944786	-0.10686036	-0.14307849	-0.08918855	-0.18692944	-0.06404756	-0.23598865	-0.00632107	-0.22110787	0.05280358	-0.19059987	0.0763721	-0.10620534	0.09907122	-0.05973425	0.09941538	-0.01055005	0.09474423	0.05190205	0.0845032	0.14803289	0.03629567	0.18910995	0.02882417	-0.01776023	-0.08331664	0.06256452	-0.03735981	0.11284892	-0.02071586	-0.14720357	-0.02071788	-0.0705728	-0.01513761	0.04659698	-0.00999022	0.13778802	0.00376595	-0.1800422	0.02894082	-0.12196407	0.03056547	-0.05521624	0.03018257	0.01707021	0.02723143	0.11615286	0.01779852	-0.09638027	0.07641236	-0.04182036	0.06744124	0.01911598	0.05641514	0.07920326	0.04192513	0.14939941	0.06476979	0.01630242	-0.03562539	4.121
star	M	R	oly	4X	124	0.00704	-0.04449506	-0.11654735	-0.22093575	-0.03257418	-0.23770832	0.01587072	-0.15156795	0.0924044	0.11407908	0.06300609	0.18986241	0.04796135	0.01642307	-0.05638344	0.00266597	-0.01669972	0.08800548	0.00085722	0.08610078	0.01710591	0.15448672	0.01960815	0.16414654	-0.00663217	0.19110709	-0.01613117	0.18265739	-0.06610144	0.14846177	-0.10299863	0.10063429	-0.12302279	0.0499757	-0.12720184	0.00055685	-0.12343832	-0.09308176	-0.10670054	-0.1425619	-0.09089554	-0.18714436	-0.06596001	-0.23508325	-0.0063412	-0.21961241	0.05239214	-0.18938456	0.07610552	-0.10526592	0.10108678	-0.05846141	0.10198252	-0.00901947	0.09717254	0.05355423	0.08608326	0.14854595	0.03473494	0.19030647	0.02509543	-0.01713422	-0.08110285	0.06259651	-0.03667992	0.1121403	-0.0208764	-0.14843938	-0.02318194	-0.07198847	-0.01660807	0.04481914	-0.00928761	0.13640488	0.00356404	-0.17956519	0.02906735	-0.12147869	0.03136006	-0.05473082	0.0314488	0.01760789	0.02864861	0.11665879	0.01852998	-0.09698489	0.07814304	-0.04221107	0.0687211	0.01901846	0.0572402	0.07942588	0.04254	0.14952136	0.06201832	0.00709189	-0.03738332	4.341
